name,price,depreciation,registration_date,mileage,owners,listing_url,brand
Honda City 1.5A RS i-VTEC LX,115800,14900,14-Jan-22,9003,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353135&DL=4323,honda
Porsche Boxster 2.7A PDK (New 10-yr COE),238800,23870,30-Mar-15,74000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353131&DL=1460&utm_content=SLeligible,porsche
Toyota Estima 2.4A Aeras Moonroof (COE till 04/2029),60800,13770,28-Apr-14,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1353049&DL=3137&utm_content=SLeligible,toyota
Toyota Sienta Hybrid 1.5A G,50000,15620,13-Dec-17,65123,1,https://www.sgcarmart.com/used_cars/info.php?ID=1351692&DL=1195,toyota
Toyota Corolla Altis 1.6A Classic,31800,12810,26-Sept-16,101000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1345743&DL=4653&utm_content=SLeligible,toyota
Toyota Alphard 3.5A S C-Package,225800,27450,14-Oct-21,57000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1306878&DL=1111&utm_content=SLeligible,toyota
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic,185800,26840,20-Jan-20,50000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1285413&DL=1111&utm_content=SLeligible,land
Honda Fit 1.3A Honda Sensing,95800,13840,24-Aug-21,33000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353121&DL=2642,honda
BMW X1 sDrive18i,79800,16410,26-Jun-18,66088,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353117&DL=1152,bmw
Toyota Noah Hybrid 1.8A G,89800,19870,18-Jun-18,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353116&DL=4114,toyota
BMW X3 sDrive20i M-Sport,167800,23290,30-Nov-20,67000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353111&DL=2642,bmw
BMW 2 Series 220i Coupe Sunroof (New 10-yr COE),138800,13870,15-Dec-14,77000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353061&DL=2341&utm_content=SLeligible,bmw
BMW 3 Series 335i Coupe Sunroof (COE till 06/2028),51800,14630,12-Jun-08,70000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352917&DL=2341&utm_content=SLeligible,bmw
Nissan Pulsar 1.2A DIG-T,38000,12120,25-Sept-17,90738,2,https://www.sgcarmart.com/used_cars/info.php?ID=1343928&DL=1195&utm_content=SLeligible,nissan
Mercedes-Benz GLB-Class GLB180 Progressive 7-Seater,188800,22160,30-Jun-22,62000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1341697&DL=2096&utm_content=SLeligible,mercedes-benz
Honda Odyssey Hybrid 2.0A e-HEV Absolute,186888,22510,13-Apr-22,29959,1,https://www.sgcarmart.com/used_cars/info.php?ID=1340588&DL=2025&utm_content=SLeligible,honda
Mercedes-Benz E-Class E200 Avantgarde,143288,21290,9-Dec-19,75000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1336757&DL=4645&utm_content=SLeligible,mercedes-benz
Volkswagen Beetle 1.2A TSI (COE till 04/2028),44800,13310,10-Apr-13,96000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1302742&DL=2096&utm_content=SLeligible,volkswagen
Lexus RX300 Luxury,150300,27340,23-Jan-19,110600,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353079&DL=2549,lexus
Volvo V40 T2,34800,12390,30-Nov-16,64000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353054&DL=2341,volvo
Nissan GTR 3.8A (COE till 11/2027),175788,58440,3-Jun-08,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1353045&DL=4398&utm_content=SLeligible,nissan
Mercedes-Benz GLC-Class GLC250 4MATIC,130800,22740,27-Jun-19,69500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352959&DL=3043,mercedes-benz
Mercedes-Benz GLE-Class GLE400 Coupe 4MATIC (New 10-yr COE),200800,20070,27-Jan-16,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1343433&DL=4254&utm_content=SLeligible,mercedes-benz
Toyota Harrier 2.0A Premium Panoramic Roof,65800,18340,7-Aug-17,115000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1334895&DL=2096&utm_content=SLeligible,toyota
Honda Shuttle 1.5A G LED Honda Sensing,118800,14240,23-Dec-22,10500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1287607&DL=2096&utm_content=SLeligible,honda
Lexus RX270 (COE till 08/2030),73800,12810,18-Oct-10,170000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1250102&DL=3906&utm_content=SLeligible,lexus
Volkswagen Polo 1.0A TSI,92500,12320,10-Sept-21,32700,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353105&DL=2029,volkswagen
Honda Vezel 1.5A G,110900,14990,23-Dec-21,33000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353029&DL=3271,honda
BMW 4 Series 435i Coupe M-Sport (COE till 10/2033),168000,18970,4-Oct-13,120000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353025&DL=4499&utm_content=SLeligible,bmw
Toyota Harrier Hybrid 2.5A G,148888,20820,2-Feb-21,72000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353022&DL=3163,toyota
Lexus RX270 Sport Sunroof,42000,,19-Jan-15,71000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353016&DL=1000,lexus
Audi A4 2.0A TFSI S-tronic,110800,18300,21-Nov-19,90812,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352731&DL=2303,audi
Audi A6 Mild Hybrid 2.0A TFSI S-tronic Design,153800,22220,24-Aug-20,37643,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352410&DL=2303,audi
Kia Stonic 1.0T SX Sunroof,64800,13520,17-May-19,59805,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352402&DL=2303,kia
Hyundai Accent 1.4A,38300,10500,9-Mar-18,138000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353021&DL=3758,hyundai
Toyota GR Yaris 1.6M Circuit Pack,243000,25010,8-Aug-23,3338,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353020&DL=2387,toyota
Mazda 3 Mild Hybrid 1.5A Astina Sunroof,99800,14030,11-Aug-21,96000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353012&DL=4453,mazda
Volvo XC40 T5 Momentum,99800,21150,15-Nov-18,78460,1,https://www.sgcarmart.com/used_cars/info.php?ID=1351540&DL=3350,volvo
BMW X3 Mild Hybrid xDrive30i M-Sport,309800,27890,20-May-24,4610,1,https://www.sgcarmart.com/used_cars/info.php?ID=1350380&DL=3350,bmw
Porsche 718 Cayman GT4 4.0A PDK,628800,63120,30-Nov-23,4260,1,https://www.sgcarmart.com/used_cars/info.php?ID=1349731&DL=3350,porsche
BMW X1 sDrive18i,72100,15270,18-May-18,98000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1329382&DL=2943&utm_content=SLeligible,bmw
Land Rover Discovery Sport 2.0A SE 7-Seater Sunroof,151800,22310,22-Jul-20,54940,2,https://www.sgcarmart.com/used_cars/info.php?ID=1309111&DL=4622&utm_content=SLeligible,land
BMW 2 Series 216i Gran Tourer,55800,14810,18-Aug-17,107253,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353078&DL=4162,bmw
Toyota Sienta 1.5A Elegance,58800,14750,6-Apr-18,106883,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353075&DL=1061,toyota
Honda Vezel 1.5A X,51800,12750,14-Jun-18,70269,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353074&DL=3282,honda
Mazda CX-3 2.0A Standard,55988,11740,19-Dec-18,89300,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353004&DL=1000&utm_content=SLeligible,mazda
Mercedes-Benz GLB-Class GLB200 Progressive,155888,21800,29-Jan-21,78000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352975&DL=1000&utm_content=SLeligible,mercedes-benz
Hyundai i30 Wagon 1.0A T-GDi DCT Turbo,115800,13880,16-Aug-22,63375,1,https://www.sgcarmart.com/used_cars/info.php?ID=1314649&DL=3142&utm_content=SLeligible,hyundai
Peugeot 3008 Diesel 1.6A BlueHDi,24500,11030,22-Jul-16,95000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1307735&DL=2943&utm_content=SLeligible,peugeot
MINI Cooper Cabriolet 1.6A (COE till 11/2031),76800,10950,31-Jan-12,122125,4,https://www.sgcarmart.com/used_cars/info.php?ID=1353072&DL=3426&utm_content=SLeligible,mini
Honda Odyssey Hybrid 2.0A e-HEV Absolute,227000,20740,12-Nov-24,100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353006&DL=2358,honda
Honda Civic Type-R 2.0M (COE till 07/2028),88000,24240,15-Jul-08,30000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1348987&DL=4494&utm_content=SLeligible,honda
Nissan Qashqai 2.0A,39800,13020,20-Mar-17,137000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347694&DL=4755&utm_content=SLeligible,nissan
Mercedes-Benz GLA-Class GLA200 Sport Executive,216944,20660,27-May-24,2500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1334720&DL=2648&utm_content=SLeligible,mercedes-benz
Honda Crossroad 1.8A L (COE till 10/2029),62800,12760,30-Oct-09,148677,4,https://www.sgcarmart.com/used_cars/info.php?ID=1197019&DL=3142&utm_content=SLeligible,honda
Porsche Panamera 3.0A PDK,215800,44740,16-Nov-17,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1353069&DL=4524,porsche
Honda HR-V 1.5A DX,32000,11480,14-Dec-16,140000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353066&DL=2764,honda
Honda Vezel 1.5A X,76800,14120,23-Oct-19,83100,2,https://www.sgcarmart.com/used_cars/info.php?ID=1351461&DL=4755,honda
Hyundai Avante 1.6A GLS,63800,12180,16-Aug-19,72000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1346649&DL=4755&utm_content=SLeligible,hyundai
Subaru Levorg 1.6A GT-S,57800,15940,30-Sept-17,91000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1342745&DL=3142&utm_content=SLeligible,subaru
BMW 5 Series 520i (COE till 03/2033),115800,13880,12-Apr-13,120000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1337637&DL=4755&utm_content=SLeligible,bmw
Bentley Continental GT 4.0A V8,328888,73830,30-May-17,75500,3,https://www.sgcarmart.com/used_cars/info.php?ID=1089951&DL=2648&utm_content=SLeligible,bentley
BMW 5 Series 520i,30000,,28-Nov-14,148000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352995&DL=1000,bmw
Audi TT Coupe 2.0A TFSI (COE till 11/2027),48000,15960,28-Dec-07,147000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1352889&DL=4192&utm_content=SLeligible,audi
Honda Civic 2.0A Si (COE till 10/2028),42800,10960,23-Oct-08,167000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353059&DL=1079&utm_content=SLeligible,honda
Honda Shuttle 1.5A G (OPC),32000,12310,16-Mar-17,105850,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353053&DL=2549,honda
Mazda 5 2.0A SP Sunroof,36800,12640,19-Jan-17,82000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353003&DL=1073,mazda
Kia Stonic 1.0T,80800,13540,30-Jul-20,30000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352953&DL=1311,kia
BMW X5 xDrive35i 7-Seater Sunroof (New 10-yr COE),193888,19380,13-Feb-15,104365,2,https://www.sgcarmart.com/used_cars/info.php?ID=1323505&DL=3305&utm_content=SLeligible,bmw
Mazda CX-9 2.5A Turbo,123200,25080,9-Jan-19,61800,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353036&DL=2764,mazda
Toyota Vellfire 2.4A Z (COE till 03/2029),68800,15840,29-Jul-09,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1353031&DL=3142&utm_content=SLeligible,toyota
Jaguar XE 2.0A i4,69800,14410,28-Mar-18,60452,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353024&DL=4755,jaguar
Toyota Vios 1.5A E,53800,12600,24-Aug-18,58280,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353013&DL=1054,toyota
Citroen C4 Picasso Diesel 1.6A BlueHDi,33888,10630,28-Sept-17,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352976&DL=4605,citroen
Mercedes-Benz GLB-Class GLB180 Progressive,232000,21870,17-May-24,9200,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352934&DL=4220,mercedes-benz
Peugeot 3008 1.2A PureTech EAT8 Active Premium,101000,13000,27-Aug-21,110000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352871&DL=1000&utm_content=SLeligible,peugeot
Mercedes-Benz C-Class C180K (COE till 03/2032),71800,9780,22-May-12,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1351411&DL=2163&utm_content=SLeligible,mercedes-benz
Volkswagen Scirocco GP 1.4A TSI,29800,11640,26-Aug-16,192577,1,https://www.sgcarmart.com/used_cars/info.php?ID=1348950&DL=2245,volkswagen
Mercedes-Benz C-Class C180 Avantgarde,112800,19650,24-Jul-19,115000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1311191&DL=3792&utm_content=SLeligible,mercedes-benz
BMW X3 sDrive20i,140000,22300,28-Jan-20,83000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353028&DL=4695,bmw
Audi A3 Sedan 1.4A TFSI Attraction,35800,15150,28-Oct-16,105008,4,https://www.sgcarmart.com/used_cars/info.php?ID=1353023&DL=2199,audi
Toyota Harrier 2.4A GL (COE till 09/2029),56800,11790,22-Sept-09,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353019&DL=4398&utm_content=SLeligible,toyota
Mercedes-Benz 280C,49800,,27-Nov-18,9999999,3,https://www.sgcarmart.com/used_cars/info.php?ID=1352872&DL=3116,mercedes-benz
BMW M3 Coupe Competition Package (COE till 12/2030),108000,17720,18-Jan-11,146100,4,https://www.sgcarmart.com/used_cars/info.php?ID=1352826&DL=3973&utm_content=SLeligible,bmw
Alfa Romeo Giulia 2.0A Veloce,113800,20860,18-Apr-19,113000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1326398&DL=3175&utm_content=SLeligible,alfa
Mercedes-Benz C-Class C180 Avantgarde (COE till 12/2026),27900,13330,17-Jan-12,177000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1353015&DL=3726&utm_content=SLeligible,mercedes-benz
Ford Mustang 2.3A Ecoboost,83300,32650,2-Sept-16,53000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1328124&DL=4693&utm_content=SLeligible,ford
Toyota Sienta Hybrid 1.5A G,155800,15460,23-May-24,80,1,https://www.sgcarmart.com/used_cars/info.php?ID=1302042&DL=2454&utm_content=SLeligible,toyota
Toyota Camry Hybrid 2.5A Ascent Sport Toyota Safety Sense,189000,17730,18-Jul-24,320,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353011&DL=4055,toyota
Mercedes-Benz E-Class E200 Exclusive,199800,24530,6-Aug-21,26000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353008&DL=1111,mercedes-benz
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,47800,13880,19-Jul-17,94000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353007&DL=3426,hyundai
Mercedes-Benz C-Class Plug-in Hybrid C300e AMG Line,176800,22990,22-Mar-21,53000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352960&DL=2291,mercedes-benz
Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,190800,22020,19-Aug-22,29000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352956&DL=1311,mercedes-benz
BMW 5 Series 523i Sunroof (COE till 09/2030),74000,12660,4-Oct-10,150000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1331772&DL=3718&utm_content=SLeligible,bmw
Audi TT Coupe 2.0A TFSI (COE till 02/2029),59888,14070,29-Apr-09,173000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1293806&DL=4317&utm_content=SLeligible,audi
Toyota Vellfire 3.5A Executive Lounge (New 10-yr COE),232800,23270,2-Feb-17,70000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1289749&DL=4482&utm_content=SLeligible,toyota
Audi A1 Sportback 1.0A TFSI S-tronic,18800,12460,28-Jan-16,156600,4,https://www.sgcarmart.com/used_cars/info.php?ID=1352951&DL=4675,audi
Toyota Camry 2.5A,71800,13770,27-Nov-18,121000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352944&DL=3514,toyota
Kia Stonic 1.0T SX,64800,12960,24-Jul-19,49000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352941&DL=4641,kia
Subaru Forester 2.0A XT Sunroof,21000,17680,13-Aug-15,143000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352926&DL=3137,subaru
Honda Vezel Hybrid 1.5A,98000,14500,10-Mar-21,81000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1330419&DL=3283&utm_content=SLeligible,honda
BMW X1 sDrive18i xLine,162800,17970,23-Aug-22,47213,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352935&DL=4609,bmw
BMW X6 xDrive35i (COE till 07/2028),50888,13840,31-Oct-08,130500,6,https://www.sgcarmart.com/used_cars/info.php?ID=1352910&DL=1000&utm_content=SLeligible,bmw
Toyota Camry 2.0A,45800,14980,16-Nov-16,110000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352932&DL=2291,toyota
Toyota Wish 1.8A,41800,12530,13-Jun-17,127000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1352931&DL=1339,toyota
Maserati Ghibli 3.0A,128800,24290,18-Jul-17,55500,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352927&DL=4074,maserati
Volkswagen Tiguan 2.0A TSI (COE till 12/2025),11950,10930,25-Jan-11,125878,4,https://www.sgcarmart.com/used_cars/info.php?ID=1352907&DL=1000,volkswagen
Lexus ES Hybrid ES300h Luxury Sunroof,51800,21190,25-Feb-16,130000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352906&DL=1000,lexus
McLaren 12C (COE till 08/2032),408777,52650,3-Oct-12,30000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1352899&DL=1000&utm_content=SLeligible,mclaren
Kia Cerato 1.6A GT Line Sunroof,70800,13010,15-Aug-19,95000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352908&DL=3604,kia
Toyota Corolla Altis 1.6A Elegance,29800,14320,22-Apr-16,150000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1336251&DL=1136&utm_content=SLeligible,toyota
Lexus NX Turbo NX200t Executive,74800,23730,28-Dec-16,132700,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352958&DL=2549,lexus
Nissan Sylphy 1.6A,44800,10950,29-Mar-18,85600,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352767&DL=1339,nissan
Mitsubishi Evolution 10 GSR SST (COE till 06/2028),95800,27210,5-Jun-08,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1322619&DL=4405&utm_content=SLeligible,mitsubishi
Mazda 6 2.0A Executive,44300,12970,22-May-17,105000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353000&DL=1228,mazda
Hyundai Elantra 1.6A Elite,24800,11470,26-Apr-16,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347800&DL=1047&utm_content=SLeligible,hyundai
Mazda 6 2.0A Executive,85800,15880,25-Jul-19,80000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352992&DL=2642,mazda
Volvo XC60 T6 R-Design Panoramic Roof,96800,21840,30-Nov-17,99999,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352982&DL=2757,volvo
Honda Vezel 1.5A X,35800,13350,21-Feb-17,134000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352974&DL=4618,honda
Mitsubishi Attrage 1.2A,25800,14250,18-Jul-16,130000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352972&DL=1024,mitsubishi
Volkswagen Golf 1.4A TSI (COE till 04/2028),34800,10160,22-May-13,131000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1352914&DL=2659&utm_content=SLeligible,volkswagen
Hyundai Avante 1.6A GLS,69800,13130,26-Sept-19,104000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343947&DL=1073&utm_content=SLeligible,hyundai
Kia Stonic 1.0T EX,78800,13030,26-Aug-20,113000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343027&DL=1073&utm_content=SLeligible,kia
BMW X4 xDrive30i M-Sport,309800,28060,21-Feb-24,6855,1,https://www.sgcarmart.com/used_cars/info.php?ID=1315337&DL=2351,bmw
BMW 3 Series 318i Highline,162800,20410,25-Aug-21,73000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352968&DL=1024,bmw
BMW 5 Series 523i (COE till 11/2030),78500,13060,10-Dec-10,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1352890&DL=4192&utm_content=SLeligible,bmw
Mercedes-Benz 280S (COE till 10/2032),39800,5020,26-Jan-83,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1146970&DL=2547,mercedes-benz
Hyundai Avante 1.6A S,114800,15540,17-Feb-22,37000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352965&DL=1024,hyundai
Subaru Impreza WRX 2.5M STI (COE till 10/2027),77000,26690,17-Oct-07,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1352874&DL=1000&utm_content=SLeligible,subaru
BMW X5 xDrive40i,240800,37000,11-Nov-19,29371,1,https://www.sgcarmart.com/used_cars/info.php?ID=1344175&DL=2351,bmw
BMW 4 Series 430i Gran Coupe M-Sport Pro Sunroof,281800,26190,2-Nov-23,15696,1,https://www.sgcarmart.com/used_cars/info.php?ID=1338174&DL=2351,bmw
BMW X3 Mild Hybrid xDrive30i M-Sport,309800,28390,20-Mar-24,4600,1,https://www.sgcarmart.com/used_cars/info.php?ID=1336204&DL=2351,bmw
Honda Vezel Hybrid 1.5A X,63800,14230,21-Sept-18,97579,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352963&DL=3043,honda
Volkswagen Golf GTI 5DR Sunroof,175800,22500,13-Sept-21,22000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352962&DL=1024,volkswagen
Audi A5 Cabriolet 2.0A TFSI Quattro (COE till 09/2031),82888,12120,29-Sept-11,99555,6,https://www.sgcarmart.com/used_cars/info.php?ID=1347365&DL=1000&utm_content=SLeligible,audi
BMW 2 Series 218i Convertible,47000,21530,18-May-16,64000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1347358&DL=1000&utm_content=SLeligible,bmw
Toyota Sienta 1.5A G,32800,13530,25-Oct-16,140000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347303&DL=1000&utm_content=SLeligible,toyota
Mercedes-Benz 200E (COE till 09/2030),60000,10320,20-Sept-85,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1347169&DL=1000,mercedes-benz
Hyundai Avante 1.6A S,100500,14520,27-Aug-21,66000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347158&DL=1000&utm_content=SLeligible,hyundai
Mercedes-Benz C-Class C180K (COE till 02/2032),72900,10040,18-May-12,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1339766&DL=3271&utm_content=SLeligible,mercedes-benz
Mitsubishi Space Star 1.2A,75988,11290,31-May-21,54000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1331156&DL=4731&utm_content=SLeligible,mitsubishi
Honda CR-V 2.0A Sunroof (COE till 07/2028),42988,11750,25-Jul-08,220000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1325407&DL=2870&utm_content=SLeligible,honda
Toyota Wish 1.8A,58888,14340,26-Apr-18,79688,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352923&DL=3426,toyota
Mitsubishi Evolution 10 GSR (COE till 01/2029),110000,26750,7-Jan-09,28000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1352694&DL=1000&utm_content=SLeligible,mitsubishi
Opel Astra 1.4A Turbo,37999,10230,2-Nov-17,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1349008&DL=2352,opel
Kia Stinger 2.0A Sunroof,94988,18890,23-Nov-18,134000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1348868&DL=4731,kia
Toyota Sienta Hybrid 1.5A X,102800,14950,29-Apr-21,39000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1346158&DL=3271&utm_content=SLeligible,toyota
BMW 2 Series 216d Gran Tourer Luxury,26888,13490,21-Dec-15,114287,2,https://www.sgcarmart.com/used_cars/info.php?ID=1345089&DL=3426,bmw
Mercedes-Benz A-Class A250 Sport,24800,,16-Feb-15,76000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1319578&DL=2175,mercedes-benz
Mitsubishi Evolution 10 GSR (COE till 09/2028),104000,27080,30-Sept-08,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1258582&DL=4120&utm_content=SLeligible,mitsubishi
Mazda Biante 2.0A,45800,13910,12-Jun-17,68000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352937&DL=3037,mazda
Mercedes-Benz B-Class B160 (COE till 08/2031),73500,10910,24-Aug-11,141000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347453&DL=1000&utm_content=SLeligible,mercedes-benz
Toyota Estima 2.4A Aeras 8-Seater Moonroof,35000,23950,16-Sept-15,92000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347411&DL=1000,toyota
Audi RS 6 Avant 4.0A TFSI Quattro,188000,63860,19-Aug-16,96000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1347315&DL=1000&utm_content=SLeligible,audi
Maserati Quattroporte Diesel 3.0A,139800,25410,12-May-17,66000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347175&DL=1000&utm_content=SLeligible,maserati
Toyota Corolla Altis 1.6A Classic,14500,,25-Mar-15,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347165&DL=1000,toyota
MG 4 Electric Trophy Sport LR,145000,15250,30-May-24,7000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347163&DL=1000&utm_content=SLeligible,mg
Opel Mokka X Diesel 1.6A,36500,11860,19-Apr-17,159000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347160&DL=1000&utm_content=SLeligible,opel
Mercedes-Benz C-Class C200 AMG Line (New 10-yr COE),144700,14460,26-Jan-15,167000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347157&DL=1000&utm_content=SLeligible,mercedes-benz
Nissan Teana 2.0A,22800,15500,24-Jul-15,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347154&DL=1000,nissan
Toyota Harrier Turbo 2.0A M,99000,19140,28-Feb-19,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347150&DL=1000&utm_content=SLeligible,toyota
Honda Jazz 1.3A,37800,13190,18-May-17,95300,1,https://www.sgcarmart.com/used_cars/info.php?ID=1344957&DL=3426&utm_content=SLeligible,honda
BMW 4 Series 420i Coupe M-Sport Sunroof (COE till 09/2034),148800,15130,26-Sept-14,96000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1335397&DL=1000&utm_content=SLeligible,bmw
BMW 3 Series 320i Highline,140588,19630,14-Aug-20,110000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1335226&DL=3426&utm_content=SLeligible,bmw
